orgID,name,address
3100,The Animal Foundation - Las Vegas,655 North Mojave Road
4971,Paws of Love Dog Sanctuary,PO Box 734
4655,Alabama Siberian Husky Rescue, Inc.,PO Box 600
4448,Noble Shepherd Rescue,PO Box 742
4978,MoKan Greyhound Adoption,PO Box 234
2212,Rock Falls Rocky Start ,
4064,Colorado Aussie Rescue,9513 Milwaukee Court
2605,Gorges Greyhounds, Inc.,PO Box 4004
4984,Friends of Michigan Animal's Rescue,51299 Arkona
2713,Forever Home Beagle Rescue,
3376,Hands, Hearts & Paws,4828 William St
4993,Have A Heart, Inc. A South Florida Canine Rescue,2901 Clint Moore Road 420
4994,PAWS Rescue group Inc,11580 Shelly Circle
4992,Friends of York County Animal Shelter,713 Justice Blvd
5005,Great Pyrenees Rescue of OK,PO Box 4192
5008,Nicola Valleys Forgotten & Feral Feline Society,Box 235
2151,Mobile County Animal Shelter,7665 Howells Ferry Road
4726,Pampered Pets Animal Rescue,PO Box 1871
5016,Macon County Animal Control,1377 Lakeside Drive
5018,Columbus Georgia Animal Control,4910 Milgen Road
3355,Italian Greyhound Club of America Rescue - MD, DC, VA, WV,
5026,The Grace Foundation of Nor Cal,5800 Latigo Ln
983,Fast Paws Haven Rescue,
5038,Apple Wood Rescue, Inc.,2186 S Holly St, Ste 11
5043,Greenhill Humane Society,88530 Green Hill Rd
3097,Animal Welfare of Laurens County, Inc.,P.O. Box 774
5059,St. Animal Pet Adoptions,10405 St. Charles Rock Road
5060,Wagging Tails Dog Rescue,398 Boston RD
5065,Golden Huggs Rescue Inc.,148 Barrett Ln
3929,Northcoast Doberman Rescue,
5080,City of Dothan Animal Shelter,295 Jerry Drive
5081,Gentle Giants Rescue and Sanctuary, Inc,565 Colfax Road
1012,East Ridge Animal Services,1015 Yale St.
1324,Small Dog Rescue,
1261,Carroll County Animal Shelter,251 Automation Drive
5109,Matanuska-Susitna Borough Animal Care and Regulation,9470 E. Chanlyut Circle
5115,Sunrise Center Animal Rescue,4370 E 3500 S Road
5119,City of Peru Animal Care & Control,35 S. Broadway
3113,Community Cats MD,P.O. Box 3637
5138,Iowa Weimaraner Rescue,906 Pearl St
1649,Southwest Airedale Terrier Rescue,
4773,Summit County Animal Control,0058 Nancy's Place
5167,Iroquois County Animal Rescue,100 NW Lincoln
756,North Carolina Animal Rescue,PO Box 117
4863,Weatherford\/Parker County Animal Shelter,403 Hickory Lane
1924,Commerce Humane Association\/Frank Barchard Memorial Animal Shelter,661 CR 4818
5187,Second Chance Companions,PO Box 2343
3507,Are We Home Yet? Dog and Cat Rescue,
5195,Happy Paws Kitten Rescue,3006 Forestdale ave
5197,Tehama County Animal Care Center,1830 Walnut St
1525,Luna's House, Inc.,2801 Pulaski Highway
5204,Sugar Land Animal Serices,101 Gillingham Ln.
5220,Santa Cruz County Animal Shelter,2200 7th Avenue
5224,Little Friends Foundation,6631 Surrey St
5226,Delaware Humane Association,701 A Street
1311,Furry Bottoms Rescue,435 E Mill Street
5228,Crossroads Dog Rescue, Inc.,819 N. 7th Street
1264,American Water Spaniel Rescue,
5243,Herd It Through The Grapevine,P.O. Box 9585
1142,Betty Honn's Animal Adoptions, Ltd.,P O Box 90838
4205,Animal Rescue Carolina, Inc.,P.O. Box 210668
2456,Almost Home Animal Rescue,PO Box 5302
4762,Kentucky Animal Relief Fund, Inc.,PO Box 58502
5254,Puppy Power Rescue, Inc.,110 East X Street
4402,Love a Mutt,13314 446th Ave SE
3926,North Dakota Italian Greyhound Rescue (IGCA),3809 28th St N
4767,Town of Southampton Animal Shelter,102 Old Riverhead Road
5221,Santa Cruz County Animal Shelter,580 Airport Boulevard
1935,Santa Clara County Animal Care & Control,12370 Murphy Avenue
4864,Southern Arizona Beagle Rescue,P.O. Boc 43715
4086,Better Days Animal League,12310 Mongul Hill Road
5277,San Bernardino City Animal Control,333 Chandler Place
512,K-9 Lifeline Rescue+,P. O Box 772
1851,New Beginnings for Animals,PO Box 2444
4550,Pets Hope \/ TLC,
4742,Bags for Wags Rescue Inc,
5286,Fuzzy Critters Animal Rescue,409 East River Boulevard
4537,Just Bark, Inc.,P. O. Box 4323
5085,PawzieTively Precious American Eskimo Rescue,PO Box 418
4494,I.C.A.R.E. Dog Rescue ,31441 Santa Margarita Pkwy, P.O. Box A-194
4232,U.S. Canine,4190 Sudderth Road
2547,Zoi's Animal Rescue,P.O. Box 2905
5302,Furget Us Not Rescue , Inc,P.O. Box 1053
5305,Northwest SPCA,2787 South Fifth Avenue
5076,Pearl River County SPCA,1700 Palestine Road
5318,Route 66 Rescue Inc.,P.O. Box 335
5083,Jack Russell Rescue of Ontario,7 Willow Street
5327,Doxieland Dachshund Rescue,369 Anderson Drive
5146,Valley Bully Rescue,
1582,Tia's Promise Animal Rescue,
3064,Hominy Valley German Shepherd Rescue,
5343,Friendswood Animal Control,3000 Parkwood
3958,PA Boxers Inc.,P.O. Box 826
5350,Patrick Animal Welfare Society Inc,1086 Green Hill Ln
4996,Chester IL Animal Control (Puppy Rescue 911),
4208,New Hanover County Sheriff's Office Animal Services Unit,180 Division Drive
5359,The Forgotten Pet Advocates,P.O. Box 3037
5361,Milwaukee Pets Alive,P.O. Box 370137
5154,Mountain Pet Rescue,PO BOX 1841
5386,MoonShine Babies Cockapoos and Rescue,1444 Indiana Ave.
5265,Animals First Foundation of Texas,907 Hadrian Sreet
3508,Hearts 4 Paws,203 W Sunset Rd
4498,Save A Mexican Mutt,5802 Bob Bullock Loop C1 84
3544,Peace for Pits Rescue,
5397,Tenderfoot rescue, inc,po box 2979
5399,NY Pet-I-Care inc.,301 East 22nd Street
2021,Kansas City Kansas Animal Control Shelter,3301 Park Dr
4575,Top Dog Foundation,5120 Vega Avenue
5412,Canine Cousins,12560 Haster Street
5413,Richmond SPCA,2519 Hermitage Road
5373,Prancing Paws k9 Rescue,
1660,Harbor Humane Society,14345 Bagley Street
5419,Bay Area Rescue Keeshonden, Inc.,PO Box 375
5402,Save A Lab Rescue,
3677,East Coast Maine Coon Rescue,
5426,Tampa Bay Yorkie Rescue,3808 Lake Drive
4202,Saskatoon Society for the Prevention of Cruelty to Animals,5028 Clarence Avenue South
207,Columbia County Animal Control,2084 Oregon Street
5089,Austin Pets Alive!,1156 West Cesar Chavez
5438,Macon-Bibb County Animal Welfare,1010 11th Street
5439,Animal Allies Rescue Foundation,P. O. Box 6446
5450,Compassionate Animal Rescue for Medical Aid,27672 Crown Valley Pkwy
2672,Dolittle's Dog Rescue & Adoptions,1778 jodeco rd
2284,Killeen Animal Control,3118 Commerce
13,Prince Georges Feral Friends, SPCA, Inc.,P.O. Box 1036
2335,Homeward Bound San Joaquin County,P.O. Box 1014
2333,Cat Lovers, Inc.,
3172,Ruff Patch Rescue,ONLY A MAILING ADDRESS 7750 S 3530 W
5477,Animal Welfare League of Alexandria,4101 Eisenhower Avenue
3781,The Barking Lot,486 Raleigh Ave
1548,Homeward Trails Animal Rescue,PO Box 100968
5481,Dogtired Ranch Small Dog Rescue,
5392,Ninna's Road to Rescue,
5485,Norman Animal Welfare,3428 Soutn Jenkins Avenue
5202,Pflugerville Animal Shelter,1600 Waterbrook Drive
5030,Compassion for Canines Inc,
5507,Friends of Madera Animal Shelter,PO Box 923
1081,Cascade Beagle Rescue,P.O. Box 68630
5517,Paws and Claws Animal Adoption and Care Center Inc.,104 Sublet Avenue
4386,Big Dog Ranch Rescue ,10948 Acme Rd.
5530,Global Rescue Welfare League,
5534,Second Best Animal Rescue,
3300,Pet Savers No Kill Shelter,8 South 16th Street
5535,PawsWatch,P.O. Box 3711
5548,fianally home holistic rescue and adoption,
1919,Arizona Humane Society - Sunnyslope,9226 N 13th Avenue
1918,Arizona Humane Society - Campus for Compassion,1521 W Dobbins Road
4052,City of Tulsa Animal Welfare,3031 North Erie Avenue
3024,Columbia County Animal Care & Control,1940 William Few Parkway
4715,The City of Pasadena, Texas,5150 Burke
1873,Johnson County Humane Society, Inc.,4125 Pine Orchard Rd.
4521,Animal Control of Dickson, TN,100 Virgil Bellar Drive
3325,North Bay Canine Rescue and Placement,P.O. Box 4522
1844,WKODIT,P.O. Box 644
5564,Tennessee Shelter Dog Project,1154 Parker Rd
5447,Puppy Love Rescue,3588 Townline Rd
4955,Laura's Hope Rescue,3385 Forest Road
4951,Mastiff Rescue of Kentucky,
2646,Pick of the Pound, Inc.,P.O. Box 2702
5587,Friends of Fido,P.O. Box 14155 
5595,Cullman Area Animal Welfare Association,USB 106 1612 2nd AVE SW
2202,educate-a-bull,
5601,Cavallini di Amore,15763 Auburn Road
5604,California Labradors Retrievers and More Rescue,5425 Oberlin Drive, Suite 100
5607,West Baton Rouge Parish Animal Control,3183 Ted Denstel Rd.
5611,Gila County Rabies Control,700 W Hackney
4836,Short Mugs Rescue Squad,9550 Spring Green Blvd., Ste 408-156
947,Forever Friends Humane Society,103766 South 4650 Road
2793,Star Animal Rescue,123 Xing St
5590,Fur Ever Friends, Inc.,
5636,Rockys Rescue,16433 Midland BLVD 101
5639,Humane Society of Huron Valley,3100 Cherry Hill Rd
5647,Big Hands Little Paws, Inc.,P.O. Box 492, 114 John Street
5631,Jeanette's Fetch A Home Rescue,149 hwy 35
5184,The Perfect Dog,PO Box 361441
5668,The Ark of Hope Animal Rescue, Inc.,13400 Arctic Ridge Lane
3221,Humane Society of Harris County. Inc.,3938 Barnes Mill Rd
4155,JuJusCrew,12423 wilshire blvd
5384,Presidential Pits,6709 Piney Branch Rd NW
5665,Ruby Ranch Pet Rescue and Sanctuary,po box 38233
5657,The SPCA for Monterey County,1002 Monterey-Salinas Highway
2796,Alley Cats and Angels,PO Box 785
5369,The Rat Retreat, Inc.,3512 Kingsland Way
5509,KARMA DAWGZ RESCUE INC,
780,NorCal German Shorthaired Pointer Rescue,PO Box 933
5705,Grand Prairie Animal Services,2222 West Warrior Trail
5706,Riverside County Animal Control - Riverside Shelter,6851 Van Buren Boulevard
5707,Riverside County Animal Control - Coachella Shelter,72-050 Pet Land Place
5708,Riverside County Animal Control - Blythe Shelter,72-050 Pet Land Place
5709,Jefferson County Humane Society,200 Air Park Drive
1309,City of Oakdale Animal Shelter,9800 Liberini Av
4916,Grand Companions,P.O. Box 1156
5734,Perfect Pups,
3468,Grainger County Humane Society,PO Box 229
5422,Adopt-a-Kitty.org,
1109,DFW Purebred Cat Rescue,
2919,Critter Cavalry Rescue New England,
2077,Friends of Collies and Shelties,
5751,Aurora Animal Care,15750 E. 32nd Avenue
5754,Second Time Around Spaniel Rescue,
5773,Weber County Animal Services,1373 N 750 W
5777,Buckeye Bulldog Rescue,
5506,Dalmatian Rescue of Colorado ,6828 Rimrock Valley Lane
5794,Missaukee Humane Society,5310 West Houghton Lake Road
5761,Animal Life Inc.,430 S. Orange St.
1543,Austin Dog Alliance,1321 West New Hope Drive
724,Four Paws Rescue,P.O. Box 422
5855,GOLDEN RETRIEVER RESCUE ALLIANCE, INC.,
5861,City of Shasta Lake Animal Control,3025 Ashby Road
5874,Rainbow District Animal Control and Shelter Services,411 St Agnes St. W
5876,Shelter Pets Go Home,
4352,S.P.C.A. of Polk County,802 S. Houston (Hwy. 146 S.)
5830,the Dixon Animal Protection Society,
5880,Humane Society of Jefferson County,W6510 Kiesling Rd
5896,Monroe County Animal League Inc.,PO Box 343
5904,Redlands Animal Shelter,504 North Kansas Street
5905,Minneapolis Animal Care and Control,212 17th Avenue North
5906,Rescued Pets Movement Inc.,
2076,All Dog Rescue,PO Box 17343
5269,People's Anti-Cruelty Association\/Albuquerque Animal Rescue,P.O. Box 21280
2671,Clay County Animal Care and Control,3984 State Road 16 West
4529,4 Keeps Animal Rescue,
4833,Genesis Dog Rescue,
5482,Providing for Paws,P. O. Box 432
5919,Faith, Hope and Forever Animal Rescue,1022 Shady Oak drive
5920,Marion County Animal Services,5701 SE 66th Street
5895,Leesburg Humane Society,41250 Emeralda Island Rd
1181,Second Chance Farm Inc,P O Box 153
4930,SPCA of Central Florida,
5943,My Angels, Inc,1104 Auto Center Dr
5934,Emmet County Animal Shelter,1703 7th Ave South
5962,Riverhead Shelter Volunteer Program,
2780,Stanly County Humane Society, Inc,2049 Badin Rd
2811,The Upper Peninsula Animal Welfare Shelter,84 Snowfield Road
2366,Forever Home Rescue,PO Box 44
5968,Loudon County Friends of Animals,
81,Animal Advocates of Howard County,PO Box 1403
5995,New HOPE Spay\/Neuter Clinic,214 Canal St.
2553,Ray of Hope Humane Society,PO Box 982
6000,All 4 One Rescue,
359,Animal Protective Foundation,53 Maple Avenue
2792,City of Highland Village Animal Care,1000 Highland Village
2175,Heaven Can Wait Rescue,
5166,Friends of the Seal Beach Animal Care Center,1700 Adolfo Lopez Drive
5152,Misfits, Mutts and Meows, Inc.,PO Box 84
141,Save The Cats Inc,P.O. Box 463
2070,Tonya Griffith's Animal Rescue, Inc.,
5469,Diamonds in the Ruff, Inc.,
4695,Basset Rescue Across Texas, Inc.,PO Box 116225
5446,4Life Animal Rescue,
3552,Agape Animal Rescue,P.O. Box 292766
2909,Minnesota Companion Rabbit Society,P.O. Box 390691
2822,Friends for Animals Adoption Shelter,2885 Fall Creek Hwy.
1602,Tidewater Bichon Frise Rescue, Inc.,PO Box 8084
3120,Terre Haute Humane Society, Inc.,1811 South Fruitridge Ave
5651,The Litter Box Kitty Rescue, Inc.,PO Box 3
2828,Baja Animal Sanctuary,P.O. Box 439060, PMB 626
5256,Utah Shelter Outreach,2005 S. 1100 East.
5741,Seminole County Animal Services,232 Bush Boulevard
6035,Bowling Green Warren County Humane Society,1924 Louisville Road
5672,Medical Animals In Need,P.O. Box 46365
5740,tlc Rescue Inc.,PO Box 331
727,Feline Rescue, Inc.,593 Fairview Ave North
903,Contra Costa Humane Society,171 Mayhew Way, Suite 101
2204,Friends of the Alameda Animal Shelter,1590 Fortmann Way
1356,Big Dog Rescue,
5661,Wayne TNR,PO Box 90477
6017,Jack Russell Rescue Oregon Washington & Idaho Inc.,
3773,Great Dane Friends of Ruff Love,
6051,K9 Paw Print Rescue,
3618,Hometown Animal Rescue, Inc,
3103,PAWS of Chinook,PO Box 132
599,Houndhaven, Inc.,P. O. Box 185
3323,Surry Animal Rescue,P.O. Box 981
5970,Oakland Animal Services,Bookmark and Share  1101 29th Avenue
56,Pets-4-Pets Cat Rescue, Inc.,P.O. Box 350
4779,Life Savers Animal Rescue,P O Box 643
2750,Soft Hearts for Sad Eyes Animal Rescue,PO Box 1010
5444,Kurth Memorial Animal Shelter,1901 Hill Street
1800,Williamson County Animal Control,138 Claude Yates Dr.
1839,Critter Cavalry Rescue,
1779,American Brittany Rescue, Inc,822 Wild Ginger Road
3053,Simply Cats Adoption Center,2833 South Victory View Way
3661,Peace of Mind Dog Rescue,P.O. Box 51554
3554,Kansas City Retired Greyhounds as Pets,7400 E 102nd St
4573,SouthEast Beagle Rescue Inc.,PO Box 270631
3497,A New Beginning Feline Rescue and Adoption, Inc,
2289,St. Francis of Assisi Animal Rescue,P.O. Box 256
400,Lab Rescue of Greater Richmond,PO box 1479
68,Changing Fates Equine Rescue of DE, Inc.,31283 Old Cabin Road
1367,Angels With Paws,2540 Youngfield St.
2413,Happy Hearts, Inc.,
957,Mitchell Mill Animal Hospital Rescue Inc,4012 Mitchell Mill Road
208,Collie Rescue, Inc,P.O. Box 221982
503,A Caring Place - All Breed Dog Rescue,P.O. Box 989
3238,Canine Castaways, Inc.,PO Box 3295
3636,DFW Pug Rescue Club, Inc,P.O. Box
5218,Humboldt County Sheriff's Animal Shelter,980 Lycoming Avenue
6091,Ohio House Rabbit Rescue, Inc.,5485 N. High Street
4671,In the Arms of Angels,4070 E. 29th 210
238,Pet Guardian Pet Service,Inc.,
3482,Minnesota Animal Disaster Coalition,Attn: Tom Mahan, 4401 Xylon Av N
3235,Russell Rescue No. Ca.,
4030,Russell Rescue CA (San Diego),
4689,Spay Neuter Assistance Program, Inc.,PO Box 126702
662,Catkins Animal Rescue, Inc,N15262 Oak Rd
4980,Home Fur Good Animal Rescue and Placement,10220 n. 32nd st
4884,Finally Home Farm,P.O. Box 449
5244,Ogemaw County Humane Society,1367 S. M-33
6127,MarrVelous Pet Rescues & Adoptions,99900 Overseas Highway
476,Great Pyrenees Rescue of Northern California,
6133,Saving K9 Lives Plus, Inc,17412 Ventura Blvd. 911
1942,City of Toronto Animal Services North Region,1300 Sheppard Avenue West
1944,City of Toronto Animal Services South Region,Horse Palace, Exhibition Place, 140 Princes Blvd
1943,City of Toronto Animal Services East Region,821 Progress Avenue
1941,City of Toronto Animal Services West Region,146 The East Mall
5165,Saving Pets One at a Time,
5961,Pet Project Rescue,POBOX 582861
1567,North Utah Valley Animal Shelter,193 N 2000 W
6139,Faithful Companion Canine Rescue,P.O. Box 2097
4304,Forrest City Area Humane Society,P.O. Box 2091
5258,Another Chance for Animals, Inc,P.O. Box 4336
242,Satchel's Last Resort,8101 Coash Road
1186,Woof Rescue,
6071,Rockey's Rescue,
3082,Southern California Pomeranian Rescue,14252 Culver Dr. Suite A,281
6150,Lost Dogs Run,121 Notquyta Road,
6154,Piece Of My Heart Rescue,PO Box 44
4662,Inland Small Dog Rescue,
4296,Onslow County Animal Shelter,244 Georgetown Road
6155,Aransas County Animal Control,872 Airport Road
5659,Greene County Animal Control ,990 Hal Henard Road 
86,Greyhound Friends of NJ, Inc.,PO BOX 4416
6186,Broken Tail Rescue,PO Box 60296
1550,A Second Chance Puppies and Kittens Rescue,P.O. Box 211924
6192,MEOW CAT RESCUE WV,
4849,Canadian Golden Retriever Adoption Service Inc.,P.O.Box 31026
3879,Heart For Dog Rescue, Inc,
2030,Champaign County Humane Society,1911 East Main Street
4940,Willamette Humane Society,4246 Turner Rd SE
4187,Southeast German Shepherd Rescue,P.O. Box 547
1640,South Florida Siberian Husky Rescue, Inc.,4846 N University DR Box 333 (This is a PO Box we are NOT a Shelter)
6207,Francis Kennels Rescue,1984 Lower Bellbrook Rd.
1802,Hope Animal Sanctuary,52 Cty Rd 241
4526,Alvin Animal Control,550 W. Hwy 6
6217,Guam Animals In Need,464 Chalan Setbisio
2990,Florida Alaskan Malamute Help and Rescue,
3993,Mile High Labrador Retriever Mission,PO Box 1975
105,Benevolent Animal Rescue Committee, Inc,Post Office Box CD
6200,Somerset Regional Animal Shelter,100 Commons Way
6240,Moreno Valley Animal Shelter,14041 Elsworth Street
6248,Friends of Campbell County, Tennessee Animals,305 East Beech Street
6252,Feline Rescue Inc.,
729,Promises for Pets,439 Court St. 
6230,Animal Welfare League of Kosciusko County,3489 East 100 South
3055,San Antonio Animal Care Services,4710 State Highway 151
6263,SaveDog Project, Inc.,
6261,Washington County-Johnson City Animal Control Center,525 Sells Avenue
645,TOPCats on the Ridge, Inc.,P. O. Box 2281
5355,Papillon and small Dog Rescue Inc.,PO Box 77
6292,Whiskers of Hope,
6302,Friends of Jackson County Animal Shelter Pets,
4227,Suntree-Viera Pet Rescue,P.O. Box 410123
6281,PAWS of Grays Harbor,800 W. 1st Street
6310,Almost Home Pet Rescue,
6316,Schnauzer Rescue of the Carolinas, Inc.,
1080,Thistle Hill Rescue,
4752,Sachi Animal Rescue,P.O.Box 661393
6328,Hilton Head Humane Association,10 Humane Way
6333,Starry Skies Equine Rescue and Sanctuary,8133 W Liberty
6339,MidAtlantic Bulldog Rescue,
6345,The SPCA of Livingston~Feline Program,P.O. Box 500
6327,Texas Star Rescue,749 Etheredge Road
6344,Wayward Whiskers Cat Rescue,
2426,Scout's Honor Rescue,1302 Waugh Drive, 245
2434,City of Aurora,600 S River Street
3876,Humane Society of Northeast Florida,112 Norma Street- PO Box 188
312,Shelley's Bed & Biscuit Rescue,
4644,Katie's Roadside Rescue,PO Box 761082
5131,Southern Nevada Beagle Rescue Foundation,
6394,Pick Me Dog Rescue Incorporated,
6401,Friends to the Forlorn - Pitbull Rescue,PO Box 2316
4115,EASEL Animal Rescue League,PO Box 5903
3632,Northeast Arkansans for Animals,PO Box 10075
6309,Nebraska No Kill Canine Rescue,PO Box 6295
4922,Miami Valley Dog Rescue,
3667,Pierrefonds Animal Hospital Kitten Adoption,15723 Pierrefonds Blvd
513,Magic Happens Rabbit Rescue,
6418,American Animal Rescue Society,PO Box 350
6414,Fuzzy Pawz Rescue,
6410,Kerry A. Spitzenberger Foundation dba Kerry's Cats,
4814,Southwest German Shepherd Rescue,
1385,Northwest Airedale Terrier Rescue,
6455,American Eskimo Rescue of St. Louis,P.O. Box 190523
6440,Rescue Adoption Inc.,3802 Oleander Av.
6463,One Love Animal Rescue, Inc.,463 Johnny Mercer Blvd Suite B7 142
3630,HANDDS to the Rescue,PO Box 1953
6486,California Coastal Horse Rescue,
6484,Labs and More,
3845,Highway of Hope Animal Sanctuary,
6503,Mercy Rescue Haven,
6526,Warm Hearts Pet Rescue, Inc.,
6532,Humane Society of South Central Michigan,2500 Watkins Road
6535,American Bullmastiff Association Rescue Services,PO Box 300
6530,Forgotten Feral Felines of Florida, Inc.,7755 Woodsmuir Dr
5829,Bully Rescue & Advocacy Group, Inc.,
2197,Ferry Dog Mothers,
6045,We Care For Paws Foundation,PO Box 12056
6508,Dust Bowl Animal Rescue,
6523,Brookes Legacy Animal Rescue Inc.,P.O. Box 990255
6550,Feline Friends of Ruff Love Rescue,P.O. Box 8561
6554,Just Giants Rescue Inc,
5147,Kansas Humane Society,3313 N Hillside
4250,Bitten By A Kitten Rescue,
3467,Humane Society of Coleman County,P. O. Box 282
5557,Lynn County Animal Services,P.O. Box 523
4474,Colorado Animal Welfare League,200 S. Wilcox St. 122
2379,Shelter2Rescue Coalition,
5956,Seattle Area Feline Rescue,
5513,We Are Rescue,
6616,CREEK PET ADOPTION,12 HONEYBEAR LANE
2272,Hound Haven Rescue & Rehab,
6370,Antietam Humane Society,8513 Lyons Road
1316,Recycled Pets, Inc.,PO Box 10626
2569,Pregnant Dog And All Breed Rescue,
6629,Midland Animal Shelter Adoptables,
6636,Alabama Parrot Rescue,
6644,Recycled Poms-Houston,23 Artesia
6637,Boston Buddies, Inc.,19051 Goldenwest St. 106-145
3229,MetroWest Humane Society,30 Pond Street
5431,Anchorage Animal Care and Control,4711 Elmore Road
365,Ferrets Unlimited Ferret Shelter,
6640,Plano Animal Shelter,4028 West Plano Parkway
6661,Friends of the Shelter Foundation,
6654,Paw Print Hearts Inc. ,
156,Midwest Doberman Rescue of St. Louis,PO Box 406
3997,Venice Cat Coalition,PO Box 991
6683,Paws Crossed Dog Rescue,P O Box 1658
4775,Coastal K9 German Shepherd Rescue,P.O. Box 722381
6075,Regard4Life Animal Rescue,
2408,Boxer Orange County Animal Rescue,P.O. Box 1235
6645,Rare Breed Rescue, Inc.,
6577,Young-Williams Animal Center,3201 Division Street
2738,Doxie Acre,P.O. Box 114
5866,Purr-Fect Match Animal Rescue, Inc.,P.O. Box 44
4598,DFW Rescue Me,P.O. Box 51652
618,For the Luv of Paws II, Inc.,8115 W Oatman Hwy
6695,Hermit Crab Landing Adoption & Rescue,
6714,Animal Rescue Farm of Mercer,
6681,Alaska Animal Advocates,
3135,Animal Rescue League of NH,545 Route 101
6707,Homeless Animal Rescue Team,2638 Main St.
6579,Feral Feline Friends of East Tennessee,PO Box 32121
1618,Animal Services,3120 Martin Way
6255,Cheatham County Animal Control,2797 Sams Creek Road
823,Dachshund Paws,
6758,Animal Rescue Volunteers,1464 Madera Road N350
6763,Augusta Animal Services,4164 Mack Lane
6766,Panhandle Box and Rotts Rescue,6093 Judy Drive
3870,New Leash On Life Animal Rescue,16742 Placerita Cyn. Rd.
6768,The Humane Society of the Southeast,
6141,No Time to Spare Animal Rescue and Sanctuary,2134 Hunn rd
6365,The Humane Society of North Myrtle Beach, INC,409 Bay Street
6278,Carolina German Shepherd Rescue,
6745,Jackson County Happy Tails Animal Shelter,P.O. Box 1305
6816,Alachua County Animal Services,3400 NE 53rd Avenue
2344,Second Chance Sheltie Rescue,P. O. Box 1791
1414,Tulare County Animal Control,14131 Ave 256
5950,Colorado Canine Rescue,PO Box 783
6780,Sedona Shepherd Sanctuary,
6794,Baltimore Humane Society,1601 Nicodemus Road
4874,Washington Humane Society,1201 New York Ave NE
6653,United Hope for Animals,
5851,One Of A Kind Pet Rescue,
3271,Rugaz Rescue Inc.,P.o. Box 1296
818,Dreamchaser Horse Rescue & Rehabilitation,6340 Kincheloe Dr 
6870,Ames Animal Services,325 Billy Sunday Road
5772,Anne Arundel County Animal Control,411 Maxwell Frye Rd.
3151,Muttley Crew German Shepherd Rescue,P.O. Box 520
4672,Tall Tails Rescue,PO Box 24435
98,Independent Cat Society,P.O. Box 735
5600,Kyle's New Hope Animal Rescue,
1212,Alcovy Pet Rescue,Inc. ,PO Box 1425
6784,Sophia's Grace Foundation, Inc.,
3414,Cat Tales Rescue,P.O. Box  9703
175,Raining Cats 'n' Dogs,PO Box 991972
6894,HALO Mill Dog Rescue,
1281,Clermont Pets Alive!,
6890,Midland Humane Coalition,4206 W. Loop 250
70,Atlantic Rottweiler Rescue Foundation,
1573,Castaway Animal Rescue Effort,1328-A West Sunshine
1974,Pontchartrain Humane Society,PO Box 5186
573,Tazzy's Animal Transports\/Siamese & Collie Rescue,
293,K-9 Homefinders & Rescue, Inc,P. O. Box 2500
6711,Helping Overpopulation of Pets End,
6911,Love & Second Chances,
5924,Palomacy Pigeon & Dove Adoptions,
6916,MGM Animal Foundation,85943 McBeth Rd
3006,PAWS Rescue of Northern VA,
3829,4 Luv of Dog Rescue,
1035,SOLAS,2821 S. 15th Street
6851,Pawsitive Souls,
1450,Adopt-A-Dog, Inc.,23 Cox Ave
6742,Gimme Forever Shelter,
5340,Wagging Dog Rescue,PO BOX 130925
5884,Feline Friends Network,P.O. Box 18287
5724,Rock City Rescue,
243,Community Animal Welfare Society,
494,Scottie Kingdom Rescue, Inc.,PO Box 551265
3990,Good Shepherd Animal Sanctuary,
6716,FMA Animal Hospital LLC,4755 Rainbow Boulevard
6334,Coppers Dream,PO Box 675 
6720,Dogs are Deserving ,
6957,P.A.W.S of Michigan,PO Box 2184
2688,Starpaws Rescue,333 W. Washington Blvd  P.O309
266,Second Chance for Homeless Pets,200 E. Gordan Lane
6865,Sioux Falls Canine Rescue,4500 S. Highland Ave.
2997,White River Animal Rescue,
6976,Collin County Animal Services,4750 Community Ave
6987,Brown County Humane Society, Inc.,128 State Road 135 South
6990,Beaver County Humane Society,3394 Brodhead Road
6094,Tri-County Animal Shelter,2450 Kentucky 519 S
6687,Best Friends Animal Society Utah,2005 S 1100 E
4264,Reach Out Rescue & Resources,P.O. Box 542
4271,Paws and Claws Humane Society, Inc.,501 Patty Wagon
7007,Humane Society of Vero Beach and Indian River County,6230 77th Street
3779,A Purrfect Start,P. O. Box 955 
514,South Jersey Rescue,102 S Market St
7012,International Street Dog Foundation,
6095,The Rescued Dog,1220 Rosecrans St, PMB 252
6099,Standing Proud Pit Bull Rescue Center Corp.,
6433,Animal Hope Pet Adoptions,6708 S. Hulen
6269,Paws & Co. Adoptions,P.O. Box 6261
3506,Friendly Giants Dog Rescue,
2087,Jersey Shore Animal Center,185 Brick Blvd.
7017,Long Beach Animal Care Services,7000 East Spring Street
7018,Lafourche Parish Animal Shelter,934 Highway 3185
6924,Brevard County Sheriff's Office Animal Services,2725 Judge Fran Jamieson Way, A119
5990,Hartman's Hounds,
6953,In Our Hands Rescue,
3878,Happy Endings No Kill Cat Shelter,5349 Forest Home Avenue
2981,Michele's Saint Francis Little Rescues, Inc.,
6864,4 Paws of the 4 States,
5391,Windmill Animal Rescue,350 Main Street
7003,Dumb Friends League,2080 S. Quebec Street
6927,,19175 Lyndon B Johnson Fwy
6930,,1441 S Loop 288
6931,,7331 Gaston Avenue
6932,,5500 Greenville Avenue
6934,,4854 Highway 121
6935,,8687 North Central Expressway
6936,,2400 Lone Star Drive
